outer_loop_array_packed,middle_loop_array_packed,inner_loop_array_packed,outer_loop_tiling_factor,middle_loop_tiling_factor,inner_loop_tiling_factor,objective
True,True,False,16,64,256,0.0023975
True,True,False,16,80,4,0.0029955
True,True,False,16,80,8,0.002007
True,True,False,16,80,16,0.0015135
True,True,False,16,80,20,0.0014724999999999
True,True,False,16,80,32,0.001472
True,True,False,16,80,50,0.001336
True,True,False,16,80,64,0.0013265
True,True,False,16,80,80,0.001343
True,True,False,16,80,100,0.0014385
True,True,False,16,80,128,0.0014585
True,True,False,16,80,256,0.0016159999999999
True,True,False,16,100,4,0.0032345
True,True,False,16,100,8,0.0021215
True,True,False,16,100,16,0.001493
True,True,False,16,100,20,0.0014575
True,True,False,16,100,32,0.001298
True,True,False,16,100,50,0.001307
True,True,False,16,100,64,0.0012385
True,True,False,16,100,80,0.0013915
True,True,False,16,100,100,0.0014485
True,True,False,16,100,128,0.001547
True,True,False,16,100,256,0.001703
True,True,False,16,128,4,0.0031479999999999
True,True,False,16,128,8,0.0021415
True,True,False,16,128,16,0.001578
True,True,False,16,128,20,0.001549
True,True,False,16,128,32,0.001534
True,True,False,16,128,50,0.001487
True,True,False,16,128,64,0.0015305
True,True,False,16,128,80,0.0013295
True,True,False,16,128,100,0.0015285
True,True,False,16,128,128,0.0014435
True,True,False,16,128,256,0.0023825
True,True,False,16,2048,4,0.003118
True,True,False,16,2048,8,0.002266
True,True,False,16,2048,16,0.0014155
True,True,False,16,2048,20,0.0014855
True,True,False,16,2048,32,0.0017304999999999
True,True,False,16,2048,50,0.0015875
True,True,False,16,2048,64,0.0016625
True,True,False,16,2048,80,0.001537
True,True,False,16,2048,100,0.001333
True,True,False,16,2048,128,0.0015635
True,True,False,16,2048,256,0.001418
True,True,False,20,4,4,0.002913
True,True,False,20,4,8,0.0019675
True,True,False,20,4,16,0.0013465
True,True,False,20,4,20,0.0012685
True,True,False,20,4,32,0.0014104999999999
True,True,False,20,4,50,0.001173
True,True,False,20,4,64,0.0013575
True,True,False,20,4,80,0.0011884999999999
True,True,False,20,4,100,0.001485
True,True,False,20,4,128,0.001626
True,True,False,20,4,256,0.002483
True,True,False,20,8,4,0.0029795
True,True,False,20,8,8,0.001931
True,True,False,20,8,16,0.0013665
True,True,False,20,8,20,0.0012815
True,True,False,20,8,32,0.0013714999999999
True,True,False,20,8,50,0.0011455
True,True,False,20,8,64,0.001324
True,True,False,20,8,80,0.00122
True,True,False,20,8,100,0.001483
True,True,False,20,8,128,0.001743
True,True,False,20,8,256,0.006306
True,True,False,20,16,4,0.002937
True,True,False,20,16,8,0.001925
True,True,False,20,16,16,0.0013325
True,True,False,20,16,20,0.001487
True,True,False,20,16,32,0.0011865
True,True,False,20,16,50,0.00114
True,True,False,20,16,64,0.0014315
True,True,False,20,16,80,0.0014195
True,True,False,20,16,100,0.001364
True,True,False,20,16,128,0.0012855
True,True,False,20,16,256,0.0018335
True,True,False,20,20,4,0.0028595
True,True,False,20,20,8,0.0020095
True,True,False,20,20,16,0.0013755
True,True,False,20,20,20,0.0015125
True,True,False,20,20,32,0.0014
True,True,False,20,20,50,0.001251
True,True,False,20,20,64,0.0015165
True,True,False,20,20,80,0.0014605
True,True,False,20,20,100,0.00137
True,True,False,20,20,128,0.001597
True,True,False,20,20,256,0.001768
True,True,False,20,32,4,0.003078
True,True,False,20,32,8,0.0020015
True,True,False,20,32,16,0.0013744999999999
True,True,False,20,32,20,0.0013245
True,True,False,20,32,32,0.0014645
True,True,False,20,32,50,0.0012545
True,True,False,20,32,64,0.0012685
True,True,False,20,32,80,0.0016375
True,True,False,20,32,100,0.0014985
True,True,False,20,32,128,0.001513
True,True,False,20,32,256,0.0018655
True,True,False,20,50,4,0.0028975
True,True,False,20,50,8,0.0020235
True,True,False,20,50,16,0.001444
True,True,False,20,50,20,0.001439
True,True,False,20,50,32,0.0015835
True,True,False,20,50,50,0.0013875
True,True,False,20,50,64,0.0015205
True,True,False,20,50,80,0.001379
True,True,False,20,50,100,0.001343
True,True,False,20,50,128,0.001633
True,True,False,20,50,256,0.001449
True,True,False,20,64,4,0.0031415
True,True,False,20,64,8,0.002165
True,True,False,20,64,16,0.001485
True,True,False,20,64,20,0.001502
True,True,False,20,64,32,0.001366
True,True,False,20,64,50,0.00138
True,True,False,20,64,64,0.0013265
True,True,False,20,64,80,0.001611
True,True,False,20,64,100,0.0014865
True,True,False,20,64,128,0.0014705
True,True,False,20,64,256,0.002302
True,True,False,20,80,4,0.003131
True,True,False,20,80,8,0.001871
True,True,False,20,80,16,0.001505
True,True,False,20,80,20,0.0015035
True,True,False,20,80,32,0.0016229999999999
True,True,False,20,80,50,0.0015225
True,True,False,20,80,64,0.0013685
True,True,False,20,80,80,0.0016055
True,True,False,20,80,100,0.0012915
True,True,False,20,80,128,0.001415
True,True,False,20,80,256,0.0015604999999999
True,True,False,20,100,4,0.0030055
True,True,False,20,100,8,0.0018595
True,True,False,20,100,16,0.0015535
True,True,False,20,100,20,0.0014835
True,True,False,20,100,32,0.001667
True,True,False,20,100,50,0.0015035
True,True,False,20,100,64,0.0013675
True,True,False,20,100,80,0.0014525
True,True,False,20,100,100,0.001339
True,True,False,20,100,128,0.001321
True,True,False,20,100,256,0.0017495
True,True,False,20,128,4,0.0032205
True,True,False,20,128,8,0.0019085
True,True,False,20,128,16,0.0018005
True,True,False,20,128,20,0.001536
True,True,False,20,128,32,0.0017729999999999
True,True,False,20,128,50,0.0014015
True,True,False,20,128,64,0.0013685
True,True,False,20,128,80,0.00167
True,True,False,20,128,100,0.0015545
True,True,False,20,128,128,0.0013025
True,True,False,20,128,256,0.0023575
True,True,False,20,2048,4,0.0031825
True,True,False,20,2048,8,0.0019825
True,True,False,20,2048,16,0.001847
True,True,False,20,2048,20,0.0019345
True,True,False,20,2048,32,0.0015019999999999
True,True,False,20,2048,50,0.0017695
True,True,False,20,2048,64,0.001337
True,True,False,20,2048,80,0.0013675
True,True,False,20,2048,100,0.001537
True,True,False,20,2048,128,0.001348
True,True,False,20,2048,256,0.001641
True,True,False,32,4,4,0.0028859999999999
True,True,False,32,4,8,0.002118
True,True,False,32,4,16,0.0017014999999999
True,True,False,32,4,20,0.0012425
True,True,False,32,4,32,0.0014204999999999
True,True,False,32,4,50,0.001624
True,True,False,32,4,64,0.0012569999999999
True,True,False,32,4,80,0.001411
True,True,False,32,4,100,0.0012615
True,True,False,32,4,128,0.0011865
True,True,False,32,4,256,0.0024095
True,True,False,32,8,4,0.003215
True,True,False,32,8,8,0.002178
True,True,False,32,8,16,0.001785
True,True,False,32,8,20,0.0013475
True,True,False,32,8,32,0.00145
True,True,False,32,8,50,0.00172
True,True,False,32,8,64,0.001334
True,True,False,32,8,80,0.001468
True,True,False,32,8,100,0.0013195
True,True,False,32,8,128,0.0012235
True,True,False,32,8,256,0.0019429999999999
True,True,False,32,16,4,0.002904
True,True,False,32,16,8,0.0020895
True,True,False,32,16,16,0.001429
True,True,False,32,16,20,0.0014325
True,True,False,32,16,32,0.0014805
True,True,False,32,16,50,0.0011725
True,True,False,32,16,64,0.001141
True,True,False,32,16,80,0.001508
True,True,False,32,16,100,0.00131
True,True,False,32,16,128,0.0014919999999999
True,True,False,32,16,256,0.001863
True,True,False,32,20,4,0.002895
True,True,False,32,20,8,0.001777
True,True,False,32,20,16,0.0017634999999999
True,True,False,32,20,20,0.0012534999999999
True,True,False,32,20,32,0.0014215
True,True,False,32,20,50,0.0012495
True,True,False,32,20,64,0.0013224999999999
True,True,False,32,20,80,0.001467
True,True,False,32,20,100,0.0015365
True,True,False,32,20,128,0.001699
True,True,False,32,20,256,0.001814
True,True,False,32,32,4,0.0030204999999999
True,True,False,32,32,8,0.00179
True,True,False,32,32,16,0.0013335
True,True,False,32,32,20,0.0013505
True,True,False,32,32,32,0.0015249999999999
True,True,False,32,32,50,0.0013484999999999
True,True,False,32,32,64,0.001547
True,True,False,32,32,80,0.0014965
True,True,False,32,32,100,0.0012875
True,True,False,32,32,128,0.001481
True,True,False,32,32,256,0.00178
True,True,False,32,50,4,0.002899
True,True,False,32,50,8,0.0019364999999999
True,True,False,32,50,16,0.001911
True,True,False,32,50,20,0.001644
True,True,False,32,50,32,0.0017075
True,True,False,32,50,50,0.0018625
True,True,False,32,50,64,0.0014975
True,True,False,32,50,80,0.001731
True,True,False,32,50,100,0.0014535
True,True,False,32,50,128,0.001468
True,True,False,32,50,256,0.0016415
True,True,False,32,64,4,0.0029205
True,True,False,32,64,8,0.0018549999999999
True,True,False,32,64,16,0.001611
True,True,False,32,64,20,0.0015275
True,True,False,32,64,32,0.001592
True,True,False,32,64,50,0.0012885
True,True,False,32,64,64,0.001602
True,True,False,32,64,80,0.001501
True,True,False,32,64,100,0.0013775
True,True,False,32,64,128,0.0015005
True,True,False,32,64,256,0.0023805
True,True,False,32,80,4,0.0029825
True,True,False,32,80,8,0.0020165
True,True,False,32,80,16,0.001826
True,True,False,32,80,20,0.0018679999999999
True,True,False,32,80,32,0.0014525
True,True,False,32,80,50,0.00167
True,True,False,32,80,64,0.001305
True,True,False,32,80,80,0.001324
True,True,False,32,80,100,0.0014485
True,True,False,32,80,128,0.001223
True,True,False,32,80,256,0.001578
True,True,False,32,100,4,0.0030334999999999
True,True,False,32,100,8,0.002051
True,True,False,32,100,16,0.0018325
True,True,False,32,100,20,0.0014629999999999
True,True,False,32,100,32,0.001296
True,True,False,32,100,50,0.001583
True,True,False,32,100,64,0.0013085
True,True,False,32,100,80,0.0012894999999999
True,True,False,32,100,100,0.001576
True,True,False,32,100,128,0.00129
True,True,False,32,100,256,0.001575
True,True,False,32,128,4,0.003197
True,True,False,32,128,8,0.0021184999999999
True,True,False,32,128,16,0.001526
True,True,False,32,128,20,0.0015055
True,True,False,32,128,32,0.0017295
True,True,False,32,128,50,0.0015225
True,True,False,32,128,64,0.0014954999999999
True,True,False,32,128,80,0.0013024999999999
True,True,False,32,128,100,0.001609
True,True,False,32,128,128,0.00139
True,True,False,32,128,256,0.0024425
True,True,False,32,2048,4,0.003075
True,True,False,32,2048,8,0.0022705
True,True,False,32,2048,16,0.0016585
True,True,False,32,2048,20,0.001462
True,True,False,32,2048,32,0.0017929999999999
True,True,False,32,2048,50,0.0012875
True,True,False,32,2048,64,0.0014145
True,True,False,32,2048,80,0.0014364999999999
True,True,False,32,2048,100,0.0014035
True,True,False,32,2048,128,0.0012545
True,True,False,32,2048,256,0.0016034999999999
True,True,False,50,4,4,0.002846
True,True,False,50,4,8,0.0018565
True,True,False,50,4,16,0.001316
True,True,False,50,4,20,0.0013445
True,True,False,50,4,32,0.001238
True,True,False,50,4,50,0.0011815
True,True,False,50,4,64,0.001194
True,True,False,50,4,80,0.0012355
True,True,False,50,4,100,0.001251
True,True,False,50,4,128,0.001191
True,True,False,50,4,256,0.0025139999999999
True,True,False,50,8,4,0.0028859999999999
True,True,False,50,8,8,0.0017815
True,True,False,50,8,16,0.001344
True,True,False,50,8,20,0.001248
True,True,False,50,8,32,0.0011955
True,True,False,50,8,50,0.001167
True,True,False,50,8,64,0.00124
True,True,False,50,8,80,0.001251
True,True,False,50,8,100,0.001268
True,True,False,50,8,128,0.001262
True,True,False,50,8,256,0.001869
True,True,False,50,16,4,0.0030724999999999
True,True,False,50,16,8,0.0018085
True,True,False,50,16,16,0.0013775
True,True,False,50,16,20,0.0014285
True,True,False,50,16,32,0.00115
True,True,False,50,16,50,0.0011855
True,True,False,50,16,64,0.0012055
True,True,False,50,16,80,0.0018015
True,True,False,50,16,100,0.0013285
True,True,False,50,16,128,0.0012395
True,True,False,50,16,256,0.0019215
True,True,False,50,20,4,0.0029295
True,True,False,50,20,8,0.0020505
True,True,False,50,20,16,0.001334
True,True,False,50,20,20,0.0017485
True,True,False,50,20,32,0.0013555
True,True,False,50,20,50,0.001269
True,True,False,50,20,64,0.001399
True,True,False,50,20,80,0.001339
True,True,False,50,20,100,0.001314
True,True,False,50,20,128,0.00119
True,True,False,50,20,256,0.001814
True,True,False,50,32,4,0.0031465
True,True,False,50,32,8,0.0018059999999999
True,True,False,50,32,16,0.001618
True,True,False,50,32,20,0.0015105
True,True,False,50,32,32,0.0013475
True,True,False,50,32,50,0.001331
True,True,False,50,32,64,0.0013695
True,True,False,50,32,80,0.001642
True,True,False,50,32,100,0.001501
True,True,False,50,32,128,0.001276
True,True,False,50,32,256,0.0018155
True,True,False,50,50,4,0.0031045
True,True,False,50,50,8,0.0021314999999999
True,True,False,50,50,16,0.0015655
True,True,False,50,50,20,0.001413
True,True,False,50,50,32,0.001308
True,True,False,50,50,50,0.0012905
True,True,False,50,50,64,0.0013395
True,True,False,50,50,80,0.001411
True,True,False,50,50,100,0.001324
True,True,False,50,50,128,0.0013484999999999
True,True,False,50,50,256,0.0014705
True,True,False,50,64,4,0.0031845
True,True,False,50,64,8,0.001989
True,True,False,50,64,16,0.0016294999999999
True,True,False,50,64,20,0.0016475
True,True,False,50,64,32,0.0012725
True,True,False,50,64,50,0.001307
True,True,False,50,64,64,0.0012475
True,True,False,50,64,80,0.001648
True,True,False,50,64,100,0.0014815
True,True,False,50,64,128,0.0012575
True,True,False,50,64,256,0.0023355
True,True,False,50,80,4,0.003068
True,True,False,50,80,8,0.002044
True,True,False,50,80,16,0.0014705
True,True,False,50,80,20,0.001741
True,True,False,50,80,32,0.001764
True,True,False,50,80,50,0.0014625
True,True,False,50,80,64,0.001626
True,True,False,50,80,80,0.0013945
True,True,False,50,80,100,0.0013985
True,True,False,50,80,128,0.0012875
True,True,False,50,80,256,0.0015895
True,True,False,50,100,4,0.003086
True,True,False,50,100,8,0.0020515
True,True,False,50,100,16,0.0014985
True,True,False,50,100,20,0.001559
True,True,False,50,100,32,0.0017825
True,True,False,50,100,50,0.0013319999999999
True,True,False,50,100,64,0.0016094999999999
True,True,False,50,100,80,0.001369
True,True,False,50,100,100,0.001529
True,True,False,50,100,128,0.0012605
True,True,False,50,100,256,0.0015655
True,True,False,50,128,4,0.0030565
True,True,False,50,128,8,0.0018525
True,True,False,50,128,16,0.001949
True,True,False,50,128,20,0.001939
True,True,False,50,128,32,0.001446
True,True,False,50,128,50,0.001337
True,True,False,50,128,64,0.001341
True,True,False,50,128,80,0.0012565
True,True,False,50,128,100,0.0015355
True,True,False,50,128,128,0.00148
True,True,False,50,128,256,0.002358
True,True,False,50,2048,4,0.0031644999999999
True,True,False,50,2048,8,0.001833
True,True,False,50,2048,16,0.0017135
True,True,False,50,2048,20,0.0016825
True,True,False,50,2048,32,0.001371
True,True,False,50,2048,50,0.001345
True,True,False,50,2048,64,0.0012475
True,True,False,50,2048,80,0.001374
True,True,False,50,2048,100,0.0013025
True,True,False,50,2048,128,0.0014935
True,True,False,50,2048,256,0.0015155
True,True,False,64,4,4,0.0028865
True,True,False,64,4,8,0.001887
True,True,False,64,4,16,0.001552
True,True,False,64,4,20,0.0017404999999999
True,True,False,64,4,32,0.001203
True,True,False,64,4,50,0.001245
True,True,False,64,4,64,0.0013945
True,True,False,64,4,80,0.0014545
True,True,False,64,4,100,0.0015135
True,True,False,64,4,128,0.001184
True,True,False,64,4,256,0.0024005
True,True,False,64,8,4,0.002917
True,True,False,64,8,8,0.0017465
True,True,False,64,8,16,0.0015535
True,True,False,64,8,20,0.00264
True,True,False,64,8,32,0.0012045
True,True,False,64,8,50,0.0011719999999999
True,True,False,64,8,64,0.0013335
True,True,False,64,8,80,0.0014085
True,True,False,64,8,100,0.001541
True,True,False,64,8,128,0.00126
True,True,False,64,8,256,0.0018614999999999
True,True,False,64,16,4,0.0030285
True,True,False,64,16,8,0.002108
True,True,False,64,16,16,0.0015295
True,True,False,64,16,20,0.0012025
True,True,False,64,16,32,0.0013695
True,True,False,64,16,50,0.0011805
True,True,False,64,16,64,0.0013635
True,True,False,64,16,80,0.001488
True,True,False,64,16,100,0.0015395
True,True,False,64,16,128,0.00152
True,True,False,64,16,256,0.001869
True,True,False,64,20,4,0.0029245
True,True,False,64,20,8,0.001792
True,True,False,64,20,16,0.0013345
True,True,False,64,20,20,0.0012929999999999
True,True,False,64,20,32,0.0016265
True,True,False,64,20,50,0.001173
True,True,False,64,20,64,0.001385
True,True,False,64,20,80,0.00187
True,True,False,64,20,100,0.0013059999999999
True,True,False,64,20,128,0.001536
True,True,False,64,20,256,0.0016795
True,True,False,64,32,4,0.00303
True,True,False,64,32,8,0.0018075
True,True,False,64,32,16,0.0013565
True,True,False,64,32,20,0.0015639999999999
True,True,False,64,32,32,0.001269
True,True,False,64,32,50,0.001317
True,True,False,64,32,64,0.0014245
True,True,False,64,32,80,0.001497
True,True,False,64,32,100,0.001388
True,True,False,64,32,128,0.001263
True,True,False,64,32,256,0.0017905
True,True,False,64,50,4,0.0030165
True,True,False,64,50,8,0.0018015
True,True,False,64,50,16,0.001619
True,True,False,64,50,20,0.001875
True,True,False,64,50,32,0.001396
True,True,False,64,50,50,0.001261
True,True,False,64,50,64,0.0014925
True,True,False,64,50,80,0.00159
True,True,False,64,50,100,0.001552
True,True,False,64,50,128,0.0014405
True,True,False,64,50,256,0.0015035
True,True,False,64,64,4,0.003039
True,True,False,64,64,8,0.001779
True,True,False,64,64,16,0.0014269999999999
True,True,False,64,64,20,0.0017955
True,True,False,64,64,32,0.001447
True,True,False,64,64,50,0.001223
True,True,False,64,64,64,0.0014835
True,True,False,64,64,80,0.0013215
True,True,False,64,64,100,0.0012885
True,True,False,64,64,128,0.0012174999999999
True,True,False,64,64,256,0.0023935
True,True,False,64,80,4,0.003016
True,True,False,64,80,8,0.0019455
True,True,False,64,80,16,0.0015235
True,True,False,64,80,20,0.0017625
True,True,False,64,80,32,0.0014945
True,True,False,64,80,50,0.0014855
True,True,False,64,80,64,0.001314
True,True,False,64,80,80,0.001353
True,True,False,64,80,100,0.001638
True,True,False,64,80,128,0.0014399999999999
True,True,False,64,80,256,0.0015515
True,True,False,64,100,4,0.003026
True,True,False,64,100,8,0.002
True,True,False,64,100,16,0.0014394999999999
True,True,False,64,100,20,0.001836
True,True,False,64,100,32,0.001304
True,True,False,64,100,50,0.0012975
True,True,False,64,100,64,0.0013945
True,True,False,64,100,80,0.001429
True,True,False,64,100,100,0.0013755
True,True,False,64,100,128,0.0014225
True,True,False,64,100,256,0.001588
True,True,False,64,128,4,0.0033474999999999
True,True,False,64,128,8,0.002182
True,True,False,64,128,16,0.0016345
True,True,False,64,128,20,0.001531
True,True,False,64,128,32,0.001834
True,True,False,64,128,50,0.0014005
True,True,False,64,128,64,0.0014759999999999
True,True,False,64,128,80,0.001695
True,True,False,64,128,100,0.001314
True,True,False,64,128,128,0.001449
True,True,False,64,128,256,0.0023695
True,True,False,64,2048,4,0.0030225
True,True,False,64,2048,8,0.00206
True,True,False,64,2048,16,0.0016265
True,True,False,64,2048,20,0.0018974999999999
True,True,False,64,2048,32,0.0015704999999999
True,True,False,64,2048,50,0.001297
True,True,False,64,2048,64,0.001334
True,True,False,64,2048,80,0.001612
True,True,False,64,2048,100,0.0014015
True,True,False,64,2048,128,0.0014355
True,True,False,64,2048,256,0.001534
True,True,False,80,4,4,0.003629
True,True,False,80,4,8,0.0022925
True,True,False,80,4,16,0.001451
True,True,False,80,4,20,0.0015375
True,True,False,80,4,32,0.0014234999999999
True,True,False,80,4,50,0.00122
True,True,False,80,4,64,0.0014565
True,True,False,80,4,80,0.0012699999999999
True,True,False,80,4,100,0.0015255
True,True,False,80,4,128,0.001187
True,True,False,80,4,256,0.0024194999999999
True,True,False,80,8,4,0.0034405
True,True,False,80,8,8,0.0023045
True,True,False,80,8,16,0.0015344999999999
True,True,False,80,8,20,0.0016215
True,True,False,80,8,32,0.0014055
True,True,False,80,8,50,0.001189
True,True,False,80,8,64,0.0015115
True,True,False,80,8,80,0.001335
True,True,False,80,8,100,0.0016675
True,True,False,80,8,128,0.0012079999999999
True,True,False,80,8,256,0.0018484999999999
True,True,False,80,16,4,0.003655
True,True,False,80,16,8,0.0024355
True,True,False,80,16,16,0.0013365
True,True,False,80,16,20,0.0013145
True,True,False,80,16,32,0.001327
True,True,False,80,16,50,0.0013735
True,True,False,80,16,64,0.001484
True,True,False,80,16,80,0.0013795
True,True,False,80,16,100,0.001365
True,True,False,80,16,128,0.0014165
True,True,False,80,16,256,0.0018155
True,True,False,80,20,4,0.0034065
True,True,False,80,20,8,0.0022325
True,True,False,80,20,16,0.001579
True,True,False,80,20,20,0.001292
True,True,False,80,20,32,0.001632
True,True,False,80,20,50,0.001201
True,True,False,80,20,64,0.005237
True,True,False,80,20,80,0.0014854999999999
True,True,False,80,20,100,0.001327
True,True,False,80,20,128,0.001256
True,True,False,80,20,256,0.001746
True,True,False,80,32,4,0.003717
True,True,False,80,32,8,0.0024885
True,True,False,80,32,16,0.0015565
True,True,False,80,32,20,0.0013665
True,True,False,80,32,32,0.001324
True,True,False,80,32,50,0.0014495
True,True,False,80,32,64,0.0014585
True,True,False,80,32,80,0.0013195
True,True,False,80,32,100,0.001312
True,True,False,80,32,128,0.0014295
True,True,False,80,32,256,0.0017924999999999
True,True,False,80,50,4,0.003912
True,True,False,80,50,8,0.002644
True,True,False,80,50,16,0.0015195
True,True,False,80,50,20,0.001373
True,True,False,80,50,32,0.0013484999999999
True,True,False,80,50,50,0.00153
True,True,False,80,50,64,0.001241
True,True,False,80,50,80,0.00137
True,True,False,80,50,100,0.0012935
True,True,False,80,50,128,0.001448
True,True,False,80,50,256,0.001527
True,True,False,80,64,4,0.0040575
True,True,False,80,64,8,0.0025085
True,True,False,80,64,16,0.0016975
True,True,False,80,64,20,0.001574
True,True,False,80,64,32,0.001423
True,True,False,80,64,50,0.001465
True,True,False,80,64,64,0.0013779999999999
True,True,False,80,64,80,0.001333
True,True,False,80,64,100,0.0013505
True,True,False,80,64,128,0.001419
True,True,False,80,64,256,0.0022995
True,True,False,80,80,4,0.002896
True,True,False,80,80,8,0.0019045
True,True,False,80,80,16,0.0016195
True,True,False,80,80,20,0.001856
True,True,False,80,80,32,0.001362
True,True,False,80,80,50,0.001568
True,True,False,80,80,64,0.0011819999999999
True,True,False,80,80,80,0.0012595
True,True,False,80,80,100,0.0012994999999999
True,True,False,80,80,128,0.001354
True,True,False,80,80,256,0.0015999999999999
True,True,False,80,100,4,0.002906
True,True,False,80,100,8,0.001868
True,True,False,80,100,16,0.0015
True,True,False,80,100,20,0.0018305
True,True,False,80,100,32,0.001353
True,True,False,80,100,50,0.0015375
True,True,False,80,100,64,0.0012105
True,True,False,80,100,80,0.001245
True,True,False,80,100,100,0.001333
True,True,False,80,100,128,0.001795
True,True,False,80,100,256,0.0015465
True,True,False,80,128,4,0.0033645
True,True,False,80,128,8,0.0019595
True,True,False,80,128,16,0.001467
True,True,False,80,128,20,0.001511
True,True,False,80,128,32,0.0015049999999999
True,True,False,80,128,50,0.00162
True,True,False,80,128,64,0.0014675
True,True,False,80,128,80,0.0013155
True,True,False,80,128,100,0.0012845
True,True,False,80,128,128,0.0014995
True,True,False,80,128,256,0.0023505
True,True,False,80,2048,4,0.0037825
True,True,False,80,2048,8,0.0024565
True,True,False,80,2048,16,0.00188
True,True,False,80,2048,20,0.0015184999999999
True,True,False,80,2048,32,0.001345
True,True,False,80,2048,50,0.001443
True,True,False,80,2048,64,0.001236
True,True,False,80,2048,80,0.0014329999999999
True,True,False,80,2048,100,0.001372
True,True,False,80,2048,128,0.0013655
True,True,False,80,2048,256,0.001421
True,True,False,96,4,4,0.0037359999999999
True,True,False,96,4,8,0.002365
True,True,False,96,4,16,0.0014225
True,True,False,96,4,20,0.0014865
True,True,False,96,4,32,0.0014265
True,True,False,96,4,50,0.001217
True,True,False,96,4,64,0.001412
True,True,False,96,4,80,0.001408
True,True,False,96,4,100,0.0015105
True,True,False,96,4,128,0.0021025
True,True,False,96,4,256,0.002431
True,True,False,96,8,4,0.0036635
True,True,False,96,8,8,0.0023185
True,True,False,96,8,16,0.001472
True,True,False,96,8,20,0.001521
True,True,False,96,8,32,0.001395
True,True,False,96,8,50,0.001168
True,True,False,96,8,64,0.001406
True,True,False,96,8,80,0.0013825
True,True,False,96,8,100,0.001498
True,True,False,96,8,128,0.001154
True,True,False,96,8,256,0.001961
True,True,False,96,16,4,0.0038135
True,True,False,96,16,8,0.0026249999999999
True,True,False,96,16,16,0.0013035
True,True,False,96,16,20,0.0013059999999999
True,True,False,96,16,32,0.001352
True,True,False,96,16,50,0.0015245
True,True,False,96,16,64,0.0014364999999999
True,True,False,96,16,80,0.0013465
True,True,False,96,16,100,0.001413
True,True,False,96,16,128,0.0014265
True,True,False,96,16,256,0.001798
True,True,False,96,20,4,0.0036245
True,True,False,96,20,8,0.002333
True,True,False,96,20,16,0.0015869999999999
True,True,False,96,20,20,0.001326
True,True,False,96,20,32,0.0014975
True,True,False,96,20,50,0.0012569999999999
True,True,False,96,20,64,0.001441
True,True,False,96,20,80,0.0014
True,True,False,96,20,100,0.0013915
True,True,False,96,20,128,0.0012825
True,True,False,96,20,256,0.0017645
True,True,False,96,32,4,0.003987
True,True,False,96,32,8,0.002584
True,True,False,96,32,16,0.002411
True,True,False,96,32,20,0.00145
True,True,False,96,32,32,0.0013349999999999
True,True,False,96,32,50,0.001775
True,True,False,96,32,64,0.0014269999999999
True,True,False,96,32,80,0.0014225
True,True,False,96,32,100,0.0014984999999999
True,True,False,96,32,128,0.001493
True,True,False,96,32,256,0.0017815
True,True,False,96,50,4,0.003947
True,True,False,96,50,8,0.002464
True,True,False,96,50,16,0.0015455
True,True,False,96,50,20,0.001714
True,True,False,96,50,32,0.0014824999999999
True,True,False,96,50,50,0.0013865
True,True,False,96,50,64,0.001553
True,True,False,96,50,80,0.0014415
True,True,False,96,50,100,0.001545
True,True,False,96,50,128,0.0012209999999999
True,True,False,96,50,256,0.00172
True,True,False,96,64,4,0.0040925
True,True,False,96,64,8,0.002608
True,True,False,96,64,16,0.0016584999999999
True,True,False,96,64,20,0.0017595
True,True,False,96,64,32,0.0014545
True,True,False,96,64,50,0.0014875
True,True,False,96,64,64,0.001441
True,True,False,96,64,80,0.0014045
True,True,False,96,64,100,0.0013779999999999
True,True,False,96,64,128,0.0014025
True,True,False,96,64,256,0.002471
True,True,False,96,80,4,0.00287
True,True,False,96,80,8,0.001792
True,True,False,96,80,16,0.0015305
True,True,False,96,80,20,0.0016185
True,True,False,96,80,32,0.0014995
True,True,False,96,80,50,0.0013925
True,True,False,96,80,64,0.0015195
True,True,False,96,80,80,0.0014155
True,True,False,96,80,100,0.0013955
True,True,False,96,80,128,0.001332
True,True,False,96,80,256,0.0015049999999999
True,True,False,96,100,4,0.0028834999999999
True,True,False,96,100,8,0.0019635
True,True,False,96,100,16,0.001651
True,True,False,96,100,20,0.001652
True,True,False,96,100,32,0.001467
True,True,False,96,100,50,0.0013925
True,True,False,96,100,64,0.001586
True,True,False,96,100,80,0.001358
True,True,False,96,100,100,0.0014559999999999
True,True,False,96,100,128,0.0014125
True,True,False,96,100,256,0.001569
True,True,False,96,128,4,0.003193
True,True,False,96,128,8,0.0018544999999999
True,True,False,96,128,16,0.0017035
True,True,False,96,128,20,0.001686
True,True,False,96,128,32,0.001554
True,True,False,96,128,50,0.0013319999999999
True,True,False,96,128,64,0.0015365
True,True,False,96,128,80,0.0014975
True,True,False,96,128,100,0.001554
True,True,False,96,128,128,0.0014965
True,True,False,96,128,256,0.002369
True,True,False,96,2048,4,0.0039725
True,True,False,96,2048,8,0.0025585
True,True,False,96,2048,16,0.0017764999999999
True,True,False,96,2048,20,0.001522
True,True,False,96,2048,32,0.0015855
True,True,False,96,2048,50,0.0015025
True,True,False,96,2048,64,0.001384
True,True,False,96,2048,80,0.0015665
True,True,False,96,2048,100,0.0012505
True,True,False,96,2048,128,0.0012985
True,True,False,96,2048,256,0.0016815
True,True,False,100,4,4,0.0038175
