outer_loop_array_packed,middle_loop_array_packed,inner_loop_array_packed,outer_loop_tiling_factor,middle_loop_tiling_factor,inner_loop_tiling_factor,objective
True,True,False,100,100,256,5.694765
True,True,False,100,128,4,13.0374565
True,True,False,100,128,8,8.392892999999999
True,True,False,100,128,16,7.228866
True,True,False,100,128,20,7.6067385
True,True,False,100,128,32,6.100535
True,True,False,100,128,50,4.9725445
True,True,False,100,128,64,5.158089
True,True,False,100,128,80,5.5249115
True,True,False,100,128,100,5.409582
True,True,False,100,128,128,6.142021
True,True,False,100,128,256,5.8379914999999984
True,True,False,100,2048,4,35.190416
True,True,False,100,2048,8,19.2525815
True,True,False,100,2048,16,12.583979
True,True,False,100,2048,20,11.010805
True,True,False,100,2048,32,10.34455
True,True,False,100,2048,50,9.156718
True,True,False,100,2048,64,8.522266499999999
True,True,False,100,2048,80,8.8924265
True,True,False,100,2048,100,8.927483500000003
True,True,False,100,2048,128,9.839971
True,True,False,100,2048,256,12.0637875
True,True,False,128,4,4,14.7279135
True,True,False,128,4,8,9.8718635
True,True,False,128,4,16,7.2312530000000015
True,True,False,128,4,20,6.5088665
True,True,False,128,4,32,5.6028775
True,True,False,128,4,50,5.556964499999999
True,True,False,128,4,64,5.307067999999999
True,True,False,128,4,80,5.2704485
True,True,False,128,4,100,5.597988
True,True,False,128,4,128,5.348300999999998
True,True,False,128,4,256,5.053367
True,True,False,128,8,4,16.2090035
True,True,False,128,8,8,10.607205
True,True,False,128,8,16,7.211829499999999
True,True,False,128,8,20,6.679243
True,True,False,128,8,32,5.7982825
True,True,False,128,8,50,6.129527
True,True,False,128,8,64,5.5747425
True,True,False,128,8,80,5.136805000000002
True,True,False,128,8,100,6.1206105000000015
True,True,False,128,8,128,5.383332
True,True,False,128,8,256,5.5044535
True,True,False,128,16,4,12.278513
True,True,False,128,16,8,8.532937500000001
True,True,False,128,16,16,5.253953
True,True,False,128,16,20,5.708472
True,True,False,128,16,32,4.3206615
True,True,False,128,16,50,4.1092555
True,True,False,128,16,64,4.3064385000000005
True,True,False,128,16,80,5.239227
True,True,False,128,16,100,5.6086315
True,True,False,128,16,128,4.807761
True,True,False,128,16,256,5.4278525
True,True,False,128,20,4,12.4859775
True,True,False,128,20,8,8.298846000000001
True,True,False,128,20,16,6.1489980000000015
True,True,False,128,20,20,4.976718
True,True,False,128,20,32,4.3332195
True,True,False,128,20,50,4.391296
True,True,False,128,20,64,4.7544710000000014
True,True,False,128,20,80,5.3536595
True,True,False,128,20,100,5.860946
True,True,False,128,20,128,4.8392525000000015
True,True,False,128,20,256,4.971646499999999
True,True,False,128,32,4,12.5154985
True,True,False,128,32,8,8.2183575
True,True,False,128,32,16,5.033127
True,True,False,128,32,20,6.7385715
True,True,False,128,32,32,5.559837
True,True,False,128,32,50,5.5479075
True,True,False,128,32,64,5.5714725000000005
True,True,False,128,32,80,6.115371
True,True,False,128,32,100,5.7516925
True,True,False,128,32,128,4.8850075
True,True,False,128,32,256,5.389901
True,True,False,128,50,4,12.235791
True,True,False,128,50,8,7.7619185
True,True,False,128,50,16,6.314546
True,True,False,128,50,20,6.331958
True,True,False,128,50,32,5.286147
True,True,False,128,50,50,6.5051025000000005
True,True,False,128,50,64,4.7966395
True,True,False,128,50,80,5.853835999999999
True,True,False,128,50,100,5.6891835
True,True,False,128,50,128,4.879014499999999
True,True,False,128,50,256,4.9816025
True,True,False,128,64,4,12.13238
True,True,False,128,64,8,7.8354375
True,True,False,128,64,16,5.78354
True,True,False,128,64,20,7.445489500000001
True,True,False,128,64,32,6.021604
True,True,False,128,64,50,5.6651165
True,True,False,128,64,64,5.519796
True,True,False,128,64,80,6.1163055
True,True,False,128,64,100,5.7231935
True,True,False,128,64,128,4.887971
True,True,False,128,64,256,5.679781999999999
True,True,False,128,80,4,11.509556
True,True,False,128,80,8,7.8040375
True,True,False,128,80,16,6.742727499999999
True,True,False,128,80,20,5.7415020000000005
True,True,False,128,80,32,5.2467745
True,True,False,128,80,50,5.6806845
True,True,False,128,80,64,4.7422375
True,True,False,128,80,80,4.839129499999999
True,True,False,128,80,100,5.7613705
True,True,False,128,80,128,4.903152
True,True,False,128,80,256,5.9153315000000015
True,True,False,128,100,4,12.3571405
True,True,False,128,100,8,8.0440225
True,True,False,128,100,16,6.9185725000000025
True,True,False,128,100,20,6.6339495
True,True,False,128,100,32,5.2518965
True,True,False,128,100,50,6.567703999999999
True,True,False,128,100,64,4.7779015000000005
True,True,False,128,100,80,5.8145245
True,True,False,128,100,100,5.9282660000000025
True,True,False,128,100,128,5.1482165
True,True,False,128,100,256,5.8168485
True,True,False,128,128,4,12.469727
True,True,False,128,128,8,8.385450500000001
True,True,False,128,128,16,6.1878995
True,True,False,128,128,20,7.5869490000000015
True,True,False,128,128,32,6.0402375
True,True,False,128,128,50,5.7553075000000025
True,True,False,128,128,64,5.686188
True,True,False,128,128,80,6.1814800000000005
True,True,False,128,128,100,6.151253
True,True,False,128,128,128,5.4566485
True,True,False,128,128,256,6.420173
True,True,False,128,2048,4,36.84138
True,True,False,128,2048,8,19.7210705
True,True,False,128,2048,16,12.8516365
True,True,False,128,2048,20,10.867784
True,True,False,128,2048,32,9.9947845
True,True,False,128,2048,50,9.21581
True,True,False,128,2048,64,8.4928895
True,True,False,128,2048,80,9.151478
True,True,False,128,2048,100,9.4783845
True,True,False,128,2048,128,9.806822
True,True,False,128,2048,256,12.0770495
True,False,True,4,4,4,14.438646
True,False,True,4,4,8,13.2196305
True,False,True,4,4,16,7.698898
True,False,True,4,4,20,7.1207745
True,False,True,4,4,32,6.5583
True,False,True,4,4,50,6.4538945
True,False,True,4,4,64,6.6182335000000005
True,False,True,4,4,80,6.388026
True,False,True,4,4,100,7.0062415
True,False,True,4,4,128,6.224469
True,False,True,4,4,256,6.688021000000001
True,False,True,4,8,4,10.916193
True,False,True,4,8,8,9.462454
True,False,True,4,8,16,6.2405125
True,False,True,4,8,20,5.8472205000000015
True,False,True,4,8,32,5.5380085
True,False,True,4,8,50,5.6432350000000016
True,False,True,4,8,64,5.753837000000001
True,False,True,4,8,80,5.860142
True,False,True,4,8,100,6.1213605000000015
True,False,True,4,8,128,5.615761
True,False,True,4,8,256,6.211608
True,False,True,4,16,4,8.4606605
True,False,True,4,16,8,7.7447085000000015
True,False,True,4,16,16,5.6302335
True,False,True,4,16,20,5.866837
True,False,True,4,16,32,5.8525165
True,False,True,4,16,50,5.324182
True,False,True,4,16,64,5.33507
True,False,True,4,16,80,5.645143
True,False,True,4,16,100,5.7890890000000015
True,False,True,4,16,128,5.4322050000000015
True,False,True,4,16,256,6.1305805000000015
True,False,True,4,20,4,8.394777999999999
True,False,True,4,20,8,7.247789999999997
True,False,True,4,20,16,5.395949
True,False,True,4,20,20,5.2516325
True,False,True,4,20,32,5.1454355000000005
True,False,True,4,20,50,5.538449
True,False,True,4,20,64,5.3349435
True,False,True,4,20,80,5.3847065
True,False,True,4,20,100,5.8809275
True,False,True,4,20,128,5.4252975
True,False,True,4,20,256,5.8924985
True,False,True,4,32,4,7.901022999999999
True,False,True,4,32,8,6.704793
True,False,True,4,32,16,5.229992500000002
True,False,True,4,32,20,5.457682
True,False,True,4,32,32,5.231743
True,False,True,4,32,50,5.732929
True,False,True,4,32,64,5.621222
True,False,True,4,32,80,5.504563
True,False,True,4,32,100,5.8270805
True,False,True,4,32,128,5.745846
True,False,True,4,32,256,5.8464675
True,False,True,4,50,4,7.2998645
True,False,True,4,50,8,6.2754295
True,False,True,4,50,16,5.470973000000001
True,False,True,4,50,20,5.299818
True,False,True,4,50,32,5.3285255
True,False,True,4,50,50,5.465995
True,False,True,4,50,64,5.270044
True,False,True,4,50,80,5.2853195
True,False,True,4,50,100,5.8050495
True,False,True,4,50,128,5.3278215
True,False,True,4,50,256,5.7689650000000015
True,False,True,4,64,4,7.259139500000002
True,False,True,4,64,8,6.1120435
True,False,True,4,64,16,5.286065000000002
True,False,True,4,64,20,5.4283595
True,False,True,4,64,32,5.29194
True,False,True,4,64,50,5.6694705
True,False,True,4,64,64,5.549885
True,False,True,4,64,80,5.384086
True,False,True,4,64,100,5.818567
True,False,True,4,64,128,5.60089
True,False,True,4,64,256,5.821892
True,False,True,4,80,4,6.951483500000001
True,False,True,4,80,8,6.0739515
True,False,True,4,80,16,5.239141
True,False,True,4,80,20,5.183916
True,False,True,4,80,32,4.994522
True,False,True,4,80,50,5.413285999999999
True,False,True,4,80,64,5.2270455
True,False,True,4,80,80,5.234911
True,False,True,4,80,100,5.630587
True,False,True,4,80,128,5.3281730000000005
True,False,True,4,80,256,5.9474540000000005
True,False,True,4,100,4,7.2623435
True,False,True,4,100,8,6.0413415
True,False,True,4,100,16,5.3880275
True,False,True,4,100,20,5.363097
True,False,True,4,100,32,5.322305
True,False,True,4,100,50,5.330744999999999
True,False,True,4,100,64,5.2788265
True,False,True,4,100,80,5.341469999999998
True,False,True,4,100,100,5.765665
True,False,True,4,100,128,5.458564
True,False,True,4,100,256,5.8446700000000025
True,False,True,4,128,4,7.607365
True,False,True,4,128,8,6.146297
True,False,True,4,128,16,5.4555295
True,False,True,4,128,20,5.504607
True,False,True,4,128,32,5.208406999999999
True,False,True,4,128,50,5.5846515
True,False,True,4,128,64,5.6960479999999984
True,False,True,4,128,80,5.4902095000000015
True,False,True,4,128,100,5.834700499999999
True,False,True,4,128,128,5.6724885
True,False,True,4,128,256,5.9583085
True,False,True,4,2048,4,14.5299875
True,False,True,4,2048,8,9.448155
True,False,True,4,2048,16,7.946355
True,False,True,4,2048,20,7.5489130000000015
True,False,True,4,2048,32,6.993602
True,False,True,4,2048,50,7.8259965
True,False,True,4,2048,64,6.433781
True,False,True,4,2048,80,6.207231
True,False,True,4,2048,100,6.5088025
True,False,True,4,2048,128,6.106789
True,False,True,4,2048,256,6.7515065000000005
True,False,True,8,4,4,15.063868500000002
True,False,True,8,4,8,12.568709
True,False,True,8,4,16,7.522363
True,False,True,8,4,20,6.894852
True,False,True,8,4,32,6.238418
True,False,True,8,4,50,6.1779545
True,False,True,8,4,64,6.189491
True,False,True,8,4,80,6.301854499999999
True,False,True,8,4,100,6.308771999999999
True,False,True,8,4,128,5.919291
True,False,True,8,4,256,6.147343
True,False,True,8,8,4,11.613473
True,False,True,8,8,8,8.6990015
True,False,True,8,8,16,6.216704
True,False,True,8,8,20,6.431332
True,False,True,8,8,32,5.8016675000000015
True,False,True,8,8,50,5.2240020000000005
True,False,True,8,8,64,5.782082
True,False,True,8,8,80,5.7176005
True,False,True,8,8,100,5.6462575
True,False,True,8,8,128,5.3180060000000005
True,False,True,8,8,256,5.7019765
True,False,True,8,16,4,9.280524
True,False,True,8,16,8,7.0622605
True,False,True,8,16,16,5.4009065000000005
True,False,True,8,16,20,5.6497705
True,False,True,8,16,32,5.0403925
True,False,True,8,16,50,4.926950499999999
True,False,True,8,16,64,5.2234385
True,False,True,8,16,80,5.4511325
True,False,True,8,16,100,5.333830000000002
True,False,True,8,16,128,5.157839
True,False,True,8,16,256,5.5383485
True,False,True,8,20,4,9.157551
True,False,True,8,20,8,6.7534815
True,False,True,8,20,16,5.546198
True,False,True,8,20,20,5.130388
True,False,True,8,20,32,5.5532845
True,False,True,8,20,50,5.1427125
True,False,True,8,20,64,5.6937205
True,False,True,8,20,80,5.5999250000000025
True,False,True,8,20,100,5.4324845
True,False,True,8,20,128,5.6107390000000015
True,False,True,8,20,256,5.536771
True,False,True,8,32,4,9.1273675
True,False,True,8,32,8,6.154448
True,False,True,8,32,16,5.3953159999999984
True,False,True,8,32,20,5.0959850000000015
True,False,True,8,32,32,5.2330450000000015
True,False,True,8,32,50,5.052154
True,False,True,8,32,64,5.2966370000000005
True,False,True,8,32,80,5.299226999999999
True,False,True,8,32,100,5.425644999999999
True,False,True,8,32,128,5.315077
True,False,True,8,32,256,5.5452185
True,False,True,8,50,4,7.9412885000000015
True,False,True,8,50,8,5.9150620000000025
True,False,True,8,50,16,5.382231
True,False,True,8,50,20,5.1234905
True,False,True,8,50,32,5.1681715
True,False,True,8,50,50,4.926118
True,False,True,8,50,64,5.2751655
True,False,True,8,50,80,5.203128
True,False,True,8,50,100,5.3457050000000015
True,False,True,8,50,128,4.973202499999998
True,False,True,8,50,256,5.4487229999999975
True,False,True,8,64,4,8.485942
True,False,True,8,64,8,5.6334800000000005
True,False,True,8,64,16,5.1709465
True,False,True,8,64,20,5.117242
True,False,True,8,64,32,5.198612499999999
True,False,True,8,64,50,5.0605340000000005
True,False,True,8,64,64,5.2636660000000015
True,False,True,8,64,80,5.32545
True,False,True,8,64,100,5.365371
True,False,True,8,64,128,4.974121
True,False,True,8,64,256,5.431492
True,False,True,8,80,4,7.711607000000001
True,False,True,8,80,8,5.5892019999999984
True,False,True,8,80,16,5.231790999999999
True,False,True,8,80,20,5.0736625
True,False,True,8,80,32,5.206024
True,False,True,8,80,50,4.8958505
True,False,True,8,80,64,5.425525
True,False,True,8,80,80,5.1635985
True,False,True,8,80,100,5.2971825
True,False,True,8,80,128,5.1104875
True,False,True,8,80,256,5.470834
True,False,True,8,100,4,7.7391375
True,False,True,8,100,8,5.571265
True,False,True,8,100,16,5.2846015
True,False,True,8,100,20,5.0752635
True,False,True,8,100,32,5.1951575
True,False,True,8,100,50,4.907851
True,False,True,8,100,64,5.2425175
True,False,True,8,100,80,5.247058999999999
True,False,True,8,100,100,5.3588055
True,False,True,8,100,128,5.092053
True,False,True,8,100,256,5.4901135000000005
True,False,True,8,128,4,8.2956675
True,False,True,8,128,8,5.5979815
True,False,True,8,128,16,5.2553215
True,False,True,8,128,20,5.0043635
True,False,True,8,128,32,5.1439985
True,False,True,8,128,50,5.0446515000000005
True,False,True,8,128,64,5.1888285000000005
True,False,True,8,128,80,1.0
True,False,True,8,128,100,5.4250279999999975
True,False,True,8,128,128,5.063085
True,False,True,8,128,256,5.5729805
True,False,True,8,2048,4,18.3451085
True,False,True,8,2048,8,10.236096
True,False,True,8,2048,16,7.212878
True,False,True,8,2048,20,9.4224285
True,False,True,8,2048,32,6.4044445
True,False,True,8,2048,50,7.0381934999999975
True,False,True,8,2048,64,5.8429590000000005
True,False,True,8,2048,80,5.9369655
True,False,True,8,2048,100,6.2184209999999975
True,False,True,8,2048,128,5.407837499999999
True,False,True,8,2048,256,6.599294
True,False,True,16,4,4,14.644186499999998
True,False,True,16,4,8,13.284112
True,False,True,16,4,16,8.202663000000001
True,False,True,16,4,20,6.8237025
True,False,True,16,4,32,6.3818555
True,False,True,16,4,50,5.8321945
True,False,True,16,4,64,5.70467
True,False,True,16,4,80,5.8899065
True,False,True,16,4,100,6.262895500000001
True,False,True,16,4,128,5.712905
True,False,True,16,4,256,6.031874
True,False,True,16,8,4,11.0033185
True,False,True,16,8,8,9.4256755
True,False,True,16,8,16,6.3304934999999976
True,False,True,16,8,20,6.3122865
True,False,True,16,8,32,5.2941785
True,False,True,16,8,50,5.182556
True,False,True,16,8,64,5.132396
True,False,True,16,8,80,5.238449
True,False,True,16,8,100,5.5066435
True,False,True,16,8,128,5.24049
True,False,True,16,8,256,5.695043
True,False,True,16,16,4,9.270651
True,False,True,16,16,8,7.3456465
True,False,True,16,16,16,6.115508999999999
True,False,True,16,16,20,5.4742275000000005
True,False,True,16,16,32,5.6651050000000005
True,False,True,16,16,50,4.9427650000000005
True,False,True,16,16,64,5.123376
True,False,True,16,16,80,5.2615435
True,False,True,16,16,100,5.07324
True,False,True,16,16,128,5.1450255
True,False,True,16,16,256,5.4193060000000015
True,False,True,16,20,4,9.0716525
True,False,True,16,20,8,7.426755
True,False,True,16,20,16,5.839708999999999
True,False,True,16,20,20,5.298468499999999
True,False,True,16,20,32,4.871796499999999
True,False,True,16,20,50,4.6881345
True,False,True,16,20,64,5.0953625
True,False,True,16,20,80,5.589019
True,False,True,16,20,100,5.031539
True,False,True,16,20,128,5.06157
True,False,True,16,20,256,5.4757285000000016
True,False,True,16,32,4,7.9751455
True,False,True,16,32,8,6.8927815
True,False,True,16,32,16,5.859339
True,False,True,16,32,20,4.9467005
True,False,True,16,32,32,4.657425
True,False,True,16,32,50,4.9196205000000015
True,False,True,16,32,64,4.5280405
True,False,True,16,32,80,4.975811500000002
True,False,True,16,32,100,4.998251
True,False,True,16,32,128,4.8790615000000015
True,False,True,16,32,256,5.289121499999999
True,False,True,16,50,4,8.166887
True,False,True,16,50,8,7.330660999999999
True,False,True,16,50,16,5.4343165
True,False,True,16,50,20,4.98947
True,False,True,16,50,32,4.68347
True,False,True,16,50,50,4.4316255
True,False,True,16,50,64,4.957095
True,False,True,16,50,80,5.5494435
True,False,True,16,50,100,5.003289
True,False,True,16,50,128,4.943561
True,False,True,16,50,256,5.4211885
True,False,True,16,64,4,7.500234499999999
True,False,True,16,64,8,6.450076999999999
True,False,True,16,64,16,5.6544045
True,False,True,16,64,20,4.7243685
True,False,True,16,64,32,4.665357
True,False,True,16,64,50,4.8083860000000005
True,False,True,16,64,64,4.437157
True,False,True,16,64,80,4.902348
True,False,True,16,64,100,4.980512
True,False,True,16,64,128,4.824343
True,False,True,16,64,256,5.273651
True,False,True,16,80,4,8.0020045
True,False,True,16,80,8,6.3155175
True,False,True,16,80,16,5.240052
True,False,True,16,80,20,4.905
True,False,True,16,80,32,4.6328165
True,False,True,16,80,50,4.399851999999999
True,False,True,16,80,64,4.816219
True,False,True,16,80,80,5.5077435
True,False,True,16,80,100,4.8450765
True,False,True,16,80,128,4.9454225
True,False,True,16,80,256,5.322642999999999
True,False,True,16,100,4,7.7717065
True,False,True,16,100,8,7.0793880000000025
True,False,True,16,100,16,5.2088505000000005
True,False,True,16,100,20,4.9054975
True,False,True,16,100,32,4.6199650000000005
True,False,True,16,100,50,4.384894
True,False,True,16,100,64,4.800032
True,False,True,16,100,80,5.398292
True,False,True,16,100,100,4.972483
True,False,True,16,100,128,5.0408395000000015
True,False,True,16,100,256,5.473502
True,False,True,16,128,4,7.408727000000002
True,False,True,16,128,8,6.324496
True,False,True,16,128,16,5.563610499999999
True,False,True,16,128,20,4.6894895
True,False,True,16,128,32,4.54753
True,False,True,16,128,50,4.785349999999998
True,False,True,16,128,64,4.441508499999999
True,False,True,16,128,80,4.955254
True,False,True,16,128,100,4.902553
True,False,True,16,128,128,4.810247
True,False,True,16,128,256,5.3248655
True,False,True,16,2048,4,14.6996955
True,False,True,16,2048,8,10.0951965
True,False,True,16,2048,16,7.774971499999999
True,False,True,16,2048,20,6.9579845
True,False,True,16,2048,32,6.4206925
True,False,True,16,2048,50,5.609251
True,False,True,16,2048,64,5.272851999999999
True,False,True,16,2048,80,5.216292
True,False,True,16,2048,100,5.0318575
True,False,True,16,2048,128,4.9994525
True,False,True,16,2048,256,5.681280999999999
True,False,True,20,4,4,14.260043
True,False,True,20,4,8,12.9590185
True,False,True,20,4,16,8.420056
True,False,True,20,4,20,7.405715499999999
True,False,True,20,4,32,6.0277235000000005
True,False,True,20,4,50,5.7700405
True,False,True,20,4,64,5.7107195
True,False,True,20,4,80,6.3487755
True,False,True,20,4,100,6.1299449999999975
True,False,True,20,4,128,5.7189285000000005
True,False,True,20,4,256,5.903442
True,False,True,20,8,4,11.0449355
True,False,True,20,8,8,9.2794095
True,False,True,20,8,16,6.6380085000000015
True,False,True,20,8,20,7.0861614999999984
True,False,True,20,8,32,5.444421999999999
True,False,True,20,8,50,4.8967525
True,False,True,20,8,64,5.071335
True,False,True,20,8,80,5.2552435
True,False,True,20,8,100,5.700698
True,False,True,20,8,128,5.2555755
True,False,True,20,8,256,5.737346499999999
True,False,True,20,16,4,8.750736
True,False,True,20,16,8,8.129567999999999
True,False,True,20,16,16,5.6843255
True,False,True,20,16,20,6.409959499999999
True,False,True,20,16,32,5.20545
True,False,True,20,16,50,4.815867000000001
True,False,True,20,16,64,4.842672
True,False,True,20,16,80,5.1100645
True,False,True,20,16,100,5.217599
True,False,True,20,16,128,5.1172105000000006
True,False,True,20,16,256,5.358392500000001
True,False,True,20,20,4,9.648678
True,False,True,20,20,8,7.161647500000001
True,False,True,20,20,16,5.717805
True,False,True,20,20,20,5.147204
True,False,True,20,20,32,5.1629295
True,False,True,20,20,50,4.6171945
True,False,True,20,20,64,4.6962185000000005
True,False,True,20,20,80,5.21314
True,False,True,20,20,100,5.1512410000000015
True,False,True,20,20,128,4.945183999999999
True,False,True,20,20,256,5.3900135
True,False,True,20,32,4,7.479948500000001
True,False,True,20,32,8,7.376849000000001
True,False,True,20,32,16,5.502924
True,False,True,20,32,20,5.906613
True,False,True,20,32,32,4.744937999999999
True,False,True,20,32,50,4.8610725000000015
True,False,True,20,32,64,5.0224485
True,False,True,20,32,80,4.866537
True,False,True,20,32,100,5.257007
True,False,True,20,32,128,4.790991
True,False,True,20,32,256,5.2477230000000015
True,False,True,20,50,4,8.163321
True,False,True,20,50,8,6.354819
True,False,True,20,50,16,5.3506025
True,False,True,20,50,20,4.737402
True,False,True,20,50,32,4.9115685
True,False,True,20,50,50,4.369045
True,False,True,20,50,64,4.542149500000002
True,False,True,20,50,80,5.080824
True,False,True,20,50,100,5.051835
True,False,True,20,50,128,4.7567525
True,False,True,20,50,256,5.3158995
True,False,True,20,64,4,7.204217999999999
True,False,True,20,64,8,6.9709265
True,False,True,20,64,16,5.3168265
True,False,True,20,64,20,5.7575935000000005
True,False,True,20,64,32,4.6853905000000005
True,False,True,20,64,50,4.8012465
True,False,True,20,64,64,4.9796320000000005
True,False,True,20,64,80,4.7784135
True,False,True,20,64,100,5.079969999999999
True,False,True,20,64,128,4.7562465
True,False,True,20,64,256,5.222389
True,False,True,20,80,4,7.893619500000002
True,False,True,20,80,8,6.260883
True,False,True,20,80,16,5.1719955
True,False,True,20,80,20,4.582343
True,False,True,20,80,32,4.844984999999999
True,False,True,20,80,50,4.3184805
True,False,True,20,80,64,4.48495
True,False,True,20,80,80,4.9350815
True,False,True,20,80,100,5.0450305
True,False,True,20,80,128,4.758648
True,False,True,20,80,256,5.324880500000001
True,False,True,20,100,4,7.7973564999999985
True,False,True,20,100,8,6.2773879999999975
True,False,True,20,100,16,5.1317365000000015
True,False,True,20,100,20,4.58576
True,False,True,20,100,32,4.894487000000002
True,False,True,20,100,50,4.3780255
True,False,True,20,100,64,4.482078
True,False,True,20,100,80,4.9061915
True,False,True,20,100,100,5.0360855
True,False,True,20,100,128,4.749035
True,False,True,20,100,256,5.338941500000002
True,False,True,20,128,4,7.1044585000000025
True,False,True,20,128,8,6.8265065000000025
True,False,True,20,128,16,5.156974
True,False,True,20,128,20,5.6538105000000005
True,False,True,20,128,32,4.6858015
True,False,True,20,128,50,4.742424
True,False,True,20,128,64,4.9227095
True,False,True,20,128,80,4.871692
True,False,True,20,128,100,5.1023964999999984
True,False,True,20,128,128,4.85121
True,False,True,20,128,256,5.3161825
True,False,True,20,2048,4,13.55355
True,False,True,20,2048,8,9.834608
True,False,True,20,2048,16,7.5127190000000015
True,False,True,20,2048,20,7.3471405
True,False,True,20,2048,32,6.378501999999999
True,False,True,20,2048,50,5.514522
True,False,True,20,2048,64,5.1891095
True,False,True,20,2048,80,5.4041935
True,False,True,20,2048,100,5.191519
True,False,True,20,2048,128,5.06761
True,False,True,20,2048,256,5.6964574999999975
True,False,True,32,4,4,14.510373
True,False,True,32,4,8,13.121711499999998
True,False,True,32,4,16,8.306050500000001
True,False,True,32,4,20,6.5644455000000015
True,False,True,32,4,32,5.8469370000000005
True,False,True,32,4,50,5.6633545000000005
True,False,True,32,4,64,5.5508395
True,False,True,32,4,80,5.639144999999999
True,False,True,32,4,100,5.819230999999999
True,False,True,32,4,128,5.526398
True,False,True,32,4,256,5.7838355
True,False,True,32,8,4,11.075559
True,False,True,32,8,8,9.451328
True,False,True,32,8,16,6.625708500000001
True,False,True,32,8,20,5.6950335
True,False,True,32,8,32,4.905954
True,False,True,32,8,50,5.047374
True,False,True,32,8,64,4.907299
True,False,True,32,8,80,5.114578
True,False,True,32,8,100,5.348093
True,False,True,32,8,128,5.0612665
True,False,True,32,8,256,5.4798815
True,False,True,32,16,4,9.2309095
True,False,True,32,16,8,7.3242375000000015
True,False,True,32,16,16,5.8787855
True,False,True,32,16,20,5.501963999999999
True,False,True,32,16,32,4.7194135
True,False,True,32,16,50,4.7822055
True,False,True,32,16,64,4.9773415000000005
True,False,True,32,16,80,5.0269505
True,False,True,32,16,100,5.089914
True,False,True,32,16,128,5.0099835000000015
True,False,True,32,16,256,5.1872455
True,False,True,32,20,4,9.2763685
True,False,True,32,20,8,7.1213675
True,False,True,32,20,16,5.5439265
True,False,True,32,20,20,5.1530345
True,False,True,32,20,32,4.855464
True,False,True,32,20,50,4.9993105
True,False,True,32,20,64,4.513461
True,False,True,32,20,80,4.99774
True,False,True,32,20,100,4.899298
True,False,True,32,20,128,4.938565499999998
True,False,True,32,20,256,5.3215945
True,False,True,32,32,4,8.3824995
True,False,True,32,32,8,6.7693865
True,False,True,32,32,16,5.250979
True,False,True,32,32,20,4.9456945
True,False,True,32,32,32,4.98623
True,False,True,32,32,50,4.6001295
True,False,True,32,32,64,4.4233720000000005
True,False,True,32,32,80,5.0106815000000005
True,False,True,32,32,100,5.1579985
True,False,True,32,32,128,4.7706425
True,False,True,32,32,256,5.301599
True,False,True,32,50,4,8.5321055
True,False,True,32,50,8,6.634517999999999
True,False,True,32,50,16,5.4921145
True,False,True,32,50,20,4.983021
True,False,True,32,50,32,4.700620000000002
True,False,True,32,50,50,4.519123
True,False,True,32,50,64,4.467994999999998
True,False,True,32,50,80,4.8518015000000005
True,False,True,32,50,100,4.793375
True,False,True,32,50,128,4.9525640000000015
True,False,True,32,50,256,5.2448355000000015
True,False,True,32,64,4,7.890317
True,False,True,32,64,8,6.447443
True,False,True,32,64,16,5.151629499999999
True,False,True,32,64,20,4.8281535
True,False,True,32,64,32,4.900846499999999
True,False,True,32,64,50,4.5078365
True,False,True,32,64,64,4.413895
True,False,True,32,64,80,4.9104480000000015
True,False,True,32,64,100,5.4298555
True,False,True,32,64,128,4.738006
True,False,True,32,64,256,5.1521085
True,False,True,32,80,4,8.2482825
True,False,True,32,80,8,6.1566505
True,False,True,32,80,16,4.76921
True,False,True,32,80,20,4.844806999999999
True,False,True,32,80,32,4.7435225
True,False,True,32,80,50,4.7817585000000005
True,False,True,32,80,64,4.436327
True,False,True,32,80,80,4.8334395
True,False,True,32,80,100,4.780355
True,False,True,32,80,128,4.9481090000000005
True,False,True,32,80,256,5.275521
True,False,True,32,100,4,8.254975
True,False,True,32,100,8,6.231317499999999
True,False,True,32,100,16,5.4126065
True,False,True,32,100,20,4.880129
True,False,True,32,100,32,4.729471
True,False,True,32,100,50,4.4602475
True,False,True,32,100,64,4.4558835000000006
True,False,True,32,100,80,4.900622500000001
True,False,True,32,100,100,4.7708835
True,False,True,32,100,128,4.9637275
True,False,True,32,100,256,5.1885685000000015
True,False,True,32,128,4,7.7772125
True,False,True,32,128,8,6.193155
True,False,True,32,128,16,5.0106175
True,False,True,32,128,20,4.880466
True,False,True,32,128,32,4.861211
True,False,True,32,128,50,4.486024499999999
True,False,True,32,128,64,4.315326499999999
True,False,True,32,128,80,4.7941585
True,False,True,32,128,100,5.419385
True,False,True,32,128,128,4.8218760000000005
True,False,True,32,128,256,5.177315
True,False,True,32,2048,4,13.436096
True,False,True,32,2048,8,9.6603225
True,False,True,32,2048,16,7.2994955
True,False,True,32,2048,20,6.461195
True,False,True,32,2048,32,6.0400575
True,False,True,32,2048,50,4.851011
True,False,True,32,2048,64,4.6417855
True,False,True,32,2048,80,4.8089835
True,False,True,32,2048,100,5.2807565
True,False,True,32,2048,128,4.830189000000002
True,False,True,32,2048,256,5.3840615
True,False,True,50,4,4,14.6698865
True,False,True,50,4,8,12.615238
True,False,True,50,4,16,8.453196
True,False,True,50,4,20,6.22133
True,False,True,50,4,32,6.0601725
